energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.888,0.0518,110.002,0.062,0.000423,0.0,4,0.515,2,198114,-4.364,0.279,0,audio_features,spotify:track:4EFlZgUKYD55mRBfOX02Z2
0.945,0.311,170.081,0.102,0.00109,5.5e-05,4,0.43,11,229210,-2.662,0.276,0,audio_features,spotify:track:2HsYjR4rBa38aePVMWL3zb
0.988,0.142,163.084,0.12,4.58e-05,0.000598,4,0.388,10,231497,-2.735,0.33,1,audio_features,spotify:track:02aqwJoPF4isUHxTexDGwN
0.557,0.103,119.967,0.0339,0.195,0.0259,4,0.771,9,233989,-7.839,0.236,0,audio_features,spotify:track:2uyWnCCiHSRPX9uHHcYmG6
0.943,0.128,151.981,0.073,6.97e-06,0.000184,4,0.404,9,267600,-4.313,0.447,1,audio_features,spotify:track:6KAi7VualFrON7vsRo3X0u
0.879,0.0932,140.07,0.0713,1.43e-05,0.0883,4,0.373,8,210458,-3.094,0.297,0,audio_features,spotify:track:79prhpL6p2fRIC7YUG4SBX
0.969,0.104,134.979,0.111,5.84e-05,0.0,4,0.47,1,230800,-2.725,0.441,0,audio_features,spotify:track:44OBSlplfyvdKJOcrFiT3E
0.983,0.283,135.04,0.227,0.000226,1.89e-06,4,0.48,2,225613,-2.967,0.166,1,audio_features,spotify:track:5nNpXZNo8Fm1fFy6JMUVHw
0.97,0.0883,107.048,0.0603,0.00098,2.62e-05,4,0.588,7,197893,-4.683,0.257,1,audio_features,spotify:track:26T6okQX8PAjIkuE96dBR3
0.821,0.21,92.104,0.393,0.0878,0.0105,4,0.222,2,558720,-7.731,0.165,0,audio_features,spotify:track:7wXsFD9PIVqyfaHDGNihEk
0.891,0.195,135.02,0.0439,0.00876,2.82e-06,4,0.501,7,322267,-5.701,0.156,0,audio_features,spotify:track:0UQ6vk4r7iFupCkKNa82Cr
0.765,0.0825,139.917,0.0427,0.000965,2.96e-05,4,0.479,5,206098,-3.669,0.39,1,audio_features,spotify:track:35zrlBOjpfDPMcZzglWOuV
0.926,0.311,130.007,0.0549,0.00952,0.0,4,0.482,7,231973,-4.789,0.371,1,audio_features,spotify:track:2qkmPUG7ARsRwhVICQVwQS
0.953,0.0581,120.031,0.0633,0.00541,0.00238,4,0.577,9,227713,-2.308,0.291,0,audio_features,spotify:track:3sXhFByj2h2fIeV2wPjiiv
0.959,0.359,165.038,0.0823,4.25e-06,2.03e-06,4,0.41,7,211720,-4.88,0.523,1,audio_features,spotify:track:5M9kio8FEFiNKyTDGqksy2
0.303,0.104,124.949,0.0351,0.862,0.00563,4,0.567,7,273000,-12.481,0.252,0,audio_features,spotify:track:5zT5cMnMKoyruPj13TQXGx
0.905,0.281,78.318,0.0722,0.0509,0.0,4,0.224,5,205707,-3.239,0.485,0,audio_features,spotify:track:622wommaG6pyoLvvDj26Lv
0.987,0.105,110.016,0.191,3.81e-05,0.000206,4,0.542,1,236600,-3.894,0.204,1,audio_features,spotify:track:5P73tP7c5gVzf89awudMFr
0.978,0.101,129.972,0.177,1.83e-05,0.00298,4,0.298,1,290133,-4.612,0.333,1,audio_features,spotify:track:5ulJWItu9NIDt6m8GsiPv8
0.935,0.137,102.443,0.0855,0.0012,1.33e-06,4,0.467,7,303693,-5.096,0.29,1,audio_features,spotify:track:2SFn6LS2ioZQzu9KQ4bIwx
0.967,0.106,134.984,0.0909,0.000259,0.0,4,0.457,9,370200,-4.373,0.24,1,audio_features,spotify:track:6dJBRdC1gPi2lArcOHrhwx
0.962,0.199,102.507,0.119,0.00113,3.7e-06,4,0.493,7,412173,-4.895,0.124,1,audio_features,spotify:track:6hydSv7td5Om4HZghtxlgX
0.977,0.112,177.004,0.413,0.000386,0.0,4,0.198,8,350480,-4.7,0.181,0,audio_features,spotify:track:3tZ35Ok0JhSVCeYvpAYzNm
0.928,0.0918,90.084,0.0995,6.38e-05,0.00142,4,0.434,8,463973,-5.54,0.202,1,audio_features,spotify:track:3cWMNY5QEgeFl7WOfn4gf3
0.933,0.121,168.939,0.18,0.00104,1.46e-05,4,0.265,6,233453,-5.87,0.564,0,audio_features,spotify:track:7wxD9h1hnFJTgRMhtHvw2U
0.982,0.0736,107.261,0.165,1.41e-05,3.33e-05,3,0.522,5,276480,-4.209,0.188,1,audio_features,spotify:track:1uDbhPAbDN0FpCJpKuXDuH
0.955,0.112,158.009,0.0815,0.00139,1.85e-06,3,0.479,9,227600,-3.911,0.149,0,audio_features,spotify:track:769WTLxwfDPbQWl6FzXQ2h
0.983,0.334,74.683,0.154,2.54e-05,0.0,4,0.314,6,199200,-3.79,0.456,1,audio_features,spotify:track:6ThHLnvRP1Slz0w2Ig8OwY
0.982,0.361,107.032,0.0648,0.00177,1.02e-05,4,0.531,3,270480,-3.76,0.35,0,audio_features,spotify:track:7sfrg8MXOktgREnUMDCjUt
0.973,0.388,133.428,0.0807,0.000892,0.0,4,0.273,1,229120,-3.324,0.179,0,audio_features,spotify:track:3bdqdxoWXP3z0KuDt0o4Cn
0.84,0.1,90.87,0.0817,2.98e-05,6.13e-05,4,0.161,7,297433,-3.953,0.466,1,audio_features,spotify:track:0kRArUCDrSrVJsdioz5lEy
0.866,0.365,148.938,0.085,0.000408,3.31e-05,4,0.27,11,239160,-6.132,0.108,0,audio_features,spotify:track:6kCMI0NPb6EXKcWZVZm8Kh
0.975,0.0968,179.851,0.111,0.000128,0.0,4,0.386,0,214080,-2.389,0.436,1,audio_features,spotify:track:3KCXxlEcZd1QI2uOccVEFR
0.707,0.0774,150.024,0.0379,0.00991,0.0,4,0.518,1,241960,-6.222,0.699,0,audio_features,spotify:track:4nkVqEpFxte5WiH8VxSF1w
0.925,0.12,138.893,0.208,0.00675,5.49e-05,3,0.276,8,242613,-3.938,0.486,1,audio_features,spotify:track:2zGQx1l4GWrILLsjsivP2P
0.94,0.202,195.891,0.159,0.00396,0.0,4,0.195,6,266453,-2.574,0.241,0,audio_features,spotify:track:3YLLuIBPtGTM3za2jwzNyQ
0.943,0.227,117.347,0.179,0.00426,2.59e-05,3,0.383,5,207347,-4.036,0.384,0,audio_features,spotify:track:3k4c1P5MdwIMOF8hmDkmxy
0.911,0.285,105.584,0.112,0.0128,0.0,3,0.297,0,231867,-3.29,0.173,1,audio_features,spotify:track:4NuFrArppAgXPZKCbImtiF
0.985,0.038,108.005,0.0702,0.0361,0.0,3,0.54,8,231022,-3.637,0.498,1,audio_features,spotify:track:0prkIL2IFTklq57p8wLrZG
0.845,0.359,119.994,0.0422,0.000948,1.99e-06,4,0.458,2,238053,-4.384,0.175,0,audio_features,spotify:track:7cITfGsdjGaTP0b5oiLL0z
0.941,0.327,81.844,0.0967,2.3e-05,2.38e-06,3,0.239,2,192787,-4.535,0.223,0,audio_features,spotify:track:0C71NJD4BhvPopTwI7a8KV
0.963,0.36,112.484,0.0867,9.1e-05,0.000133,4,0.447,3,233987,-7.431,0.288,1,audio_features,spotify:track:1QMda5rnAhJmwnjv5pxE7n
0.619,0.11,107.489,0.0322,0.446,0.885,4,0.613,11,261154,-9.839,0.516,0,audio_features,spotify:track:5u5qBkDCxKI4eK9asoTZ9L
0.889,0.0741,119.983,0.0304,0.0171,0.00106,4,0.726,6,212409,-4.251,0.538,0,audio_features,spotify:track:4qTONez3E5S2oXf1ocpNuW
0.851,0.0943,134.99,0.0447,0.00208,0.000501,1,0.488,5,467013,-6.146,0.337,1,audio_features,spotify:track:2uD8ezTUaLTtoqaXUiWPIR
0.967,0.0767,120.011,0.0758,2.22e-05,0.914,4,0.47,11,268173,-3.917,0.194,0,audio_features,spotify:track:6JQ4sPrTusp4i78Ysqk9ut
0.968,0.22,90.682,0.161,9.34e-06,1.07e-05,4,0.285,0,248867,-5.265,0.192,1,audio_features,spotify:track:2fEVeSUmv4vDyiTfXTgPhu
0.927,0.142,93.993,0.0404,9.06e-05,0.0317,4,0.494,6,239387,-3.417,0.61,0,audio_features,spotify:track:2rmBJwStU2RkG8Obd43jDn
0.957,0.152,110.027,0.0964,0.0532,5.7e-05,4,0.498,5,227422,-4.636,0.329,1,audio_features,spotify:track:4xU48Vbmucl9CZ8dQOTuYq
0.759,0.148,127.96,0.0305,0.000487,0.0213,4,0.499,5,222354,-3.918,0.128,0,audio_features,spotify:track:2gZ3bO8TqitaAvkLajbz1J
0.861,0.327,150.019,0.0479,0.00184,4.27e-05,4,0.55,7,228173,-3.348,0.548,1,audio_features,spotify:track:1THgdA9Mvf8RjatKI9Tw8u
0.756,0.0719,91.576,0.0283,0.0217,0.0,4,0.475,2,263307,-5.97,0.59,1,audio_features,spotify:track:2QAduwF8jg7h11RkZi1dns
0.933,0.217,131.983,0.0846,0.00257,0.0114,4,0.391,8,204091,-3.313,0.313,0,audio_features,spotify:track:0qFK6zRKOZfvdzTH5fZjaN
0.789,0.102,127.984,0.0597,0.00193,0.00155,4,0.527,0,228984,-5.251,0.124,0,audio_features,spotify:track:2uY0Sig4p8fOlZlqJeovcn
0.737,0.106,119.988,0.0718,0.0531,4.99e-06,4,0.53,6,270054,-9.478,0.472,0,audio_features,spotify:track:0H05naLcS6sXYf8ajDoUbj
0.832,0.142,169.9,0.0589,0.00282,0.0172,4,0.457,5,199419,-4.697,0.5,0,audio_features,spotify:track:7er1yuc3NWsiTTbxdMzo6E
0.834,0.0959,150.137,0.115,0.000563,0.00041,4,0.321,4,248905,-5.228,0.233,1,audio_features,spotify:track:7ikz1pCmR92GuNIhUzSmjV
0.952,0.0951,95.03,0.111,0.00034,0.000247,4,0.44,0,246320,-4.667,0.319,1,audio_features,spotify:track:06hwOuz3WiHkqfy0iNs3Tt
0.56,0.497,124.939,0.0457,0.193,0.000959,4,0.265,10,280320,-7.082,0.0624,0,audio_features,spotify:track:4PPaPEfGpQpMYM5XpYxY4D
0.939,0.196,139.948,0.1,8.63e-05,1.78e-06,4,0.481,4,323925,-4.698,0.717,1,audio_features,spotify:track:2KCrV8hpfTrfArsNguD96k
0.556,0.0991,120.076,0.0593,0.0971,0.0,4,0.604,6,236747,-7.845,0.392,1,audio_features,spotify:track:0w2CIOs32MeHgUOVgAsDt8
0.886,0.623,123.002,0.0258,0.0219,7.43e-06,4,0.76,9,189399,-5.356,0.78,0,audio_features,spotify:track:0uVyZywUNOp6S0dU5r8TS8
0.723,0.337,125.088,0.0375,0.0969,1.28e-05,4,0.548,6,179960,-6.002,0.499,1,audio_features,spotify:track:4zLBcDtvYNVtF9fnG6lme3
0.633,0.32,155.005,0.036,0.008,1.61e-05,4,0.504,7,258773,-6.804,0.18,0,audio_features,spotify:track:6kS0hxC8CEWwqIOEoxqhRF
0.916,0.314,102.048,0.0509,0.000214,2.51e-06,4,0.553,6,186264,-4.194,0.34,1,audio_features,spotify:track:1RWTslWg3uu68yHU5KKlBo
0.929,0.0793,146.079,0.0443,0.00308,0.000263,4,0.468,8,260618,-5.246,0.455,1,audio_features,spotify:track:34asmjzjHOCjvQTarRKZXm
0.827,0.112,114.987,0.0456,0.00626,1.07e-05,4,0.505,0,301013,-5.517,0.0974,1,audio_features,spotify:track:1H5a6C6jqWN6XQI0Unq7W3
0.918,0.343,162.051,0.042,0.000991,1.19e-05,4,0.498,6,262040,-4.138,0.542,1,audio_features,spotify:track:0UaGfglgToIQZfOLyrlId2
0.922,0.202,118.408,0.0666,0.024,0.0,4,0.581,1,191545,-3.408,0.596,0,audio_features,spotify:track:1N7Aep1OewK9diaN9WbuuR
0.73,0.085,82.037,0.111,0.00849,3.15e-05,4,0.569,11,204920,-6.206,0.322,0,audio_features,spotify:track:5jyrhXegvdrXqVBk8Xc6DD
0.887,0.341,130.026,0.0594,0.00388,0.0,4,0.56,7,224947,-6.314,0.198,1,audio_features,spotify:track:3aAoy02NwrmZcqXYYjqNh2
0.891,0.131,172.026,0.0375,4.29e-05,0.692,4,0.355,0,230817,-3.91,0.472,0,audio_features,spotify:track:2sgZ8ehXlX5ldnVPC4iWqs
0.975,0.155,162.08,0.103,0.000278,2.69e-05,4,0.482,2,224307,-3.098,0.371,1,audio_features,spotify:track:6zUy2nnchfZpzaDalE6sO2
0.845,0.452,157.006,0.0398,3.6e-05,0.0213,4,0.421,9,188400,-5.356,0.441,0,audio_features,spotify:track:1EGI6c6cKfyKhf8HCw49sU
0.945,0.22,167.95,0.103,0.0373,4e-05,4,0.452,5,203058,-4.515,0.504,1,audio_features,spotify:track:6QZ8h3RqIgTRTo3hfaqryx
0.967,0.231,102.48,0.0924,0.000583,0.0313,4,0.524,5,187485,-3.117,0.603,1,audio_features,spotify:track:0cUKV2WDuin8WeREQ9hoGa
0.987,0.432,119.983,0.0969,0.000858,0.0,4,0.502,6,245013,-3.046,0.215,1,audio_features,spotify:track:7hR8PMFEbTHuQg8khQohZl
0.945,0.1,145.098,0.0835,0.000737,1.05e-06,4,0.487,7,211760,-4.379,0.276,1,audio_features,spotify:track:47YhoS1gvSJqoud2yAfo9B
0.926,0.112,142.031,0.0442,5.32e-06,0.0,4,0.48,9,225800,-4.396,0.615,1,audio_features,spotify:track:3Wc9Uk2dEIqqoT1kZKRqO6
0.965,0.66,90.029,0.0788,0.00017,7.7e-06,4,0.558,7,174919,-2.657,0.311,1,audio_features,spotify:track:6CLl6fymqxr5v60lMybv9i
0.959,0.101,110.979,0.0486,0.00359,1.34e-05,4,0.594,7,218055,-4.697,0.381,1,audio_features,spotify:track:4D5MyN6zGPY2yLbAdjD2Vj
0.721,0.0894,144.082,0.0434,0.00151,0.0,4,0.432,4,223333,-6.53,0.242,0,audio_features,spotify:track:1qHKp7GcZAkokEQVXPrPI8
0.98,0.122,95.479,0.25,0.00187,3.69e-06,4,0.449,10,253453,-3.187,0.0533,1,audio_features,spotify:track:1CmRSaMG6t09K9avv7UhvB
0.959,0.101,110.979,0.0486,0.00359,1.34e-05,4,0.594,7,218055,-4.697,0.381,1,audio_features,spotify:track:6WoyghnMAvDDRbZfFbpwEo
0.929,0.28,178.057,0.107,5.46e-05,2.77e-05,3,0.33,1,219902,-3.749,0.368,1,audio_features,spotify:track:1vmH6HNvKRukgZiqx3AonC
0.935,0.222,148.048,0.0475,0.00778,0.617,4,0.498,9,222080,-4.926,0.542,0,audio_features,spotify:track:3SO9jBSdYs5ka8jiFNBRQc
0.919,0.334,135.032,0.0808,6.32e-05,0.0,4,0.484,11,196000,-9.824,0.305,1,audio_features,spotify:track:32fMYulgmRX6IxScMwQsdW
0.909,0.405,108.979,0.0402,8.14e-05,2.72e-06,4,0.496,1,222222,-3.144,0.439,0,audio_features,spotify:track:59t4DA9vQQa1DBAY9h30PW
0.946,0.271,155.005,0.146,0.00153,3.15e-05,4,0.475,11,218880,-4.832,0.313,0,audio_features,spotify:track:1oXCGk1tWiqFe60fWLmwOG
0.882,0.0952,166.009,0.0386,3.55e-05,0.0564,4,0.422,4,203470,-4.827,0.245,1,audio_features,spotify:track:1IRJQz1tRQQPo8BS6oW5Rl
0.858,0.328,189.835,0.0358,0.000828,2.15e-05,4,0.427,5,193633,-5.441,0.661,1,audio_features,spotify:track:7bVTH2yQqGAkFNsyVvo533
0.922,0.291,111.987,0.0416,0.00107,6.29e-05,4,0.544,2,175173,-3.222,0.589,1,audio_features,spotify:track:1WTbOb9bzd2Ym3xh0ZPzZ4
0.915,0.106,180.006,0.118,0.17,1.33e-05,4,0.337,3,226467,-5.767,0.168,0,audio_features,spotify:track:2TuXTTcRnPAtI7FK6hNTOq
0.896,0.112,122.974,0.0793,0.0118,0.0,4,0.563,11,241951,-7.219,0.526,1,audio_features,spotify:track:4t44u40vo1NHV6H4y0XmBV
0.731,0.0741,89.981,0.183,0.0342,1.03e-06,4,0.89,8,183093,-3.794,0.701,1,audio_features,spotify:track:7Jz8oitPWLj3Wcaw1KDSgB
0.413,0.104,139.976,0.0351,0.715,6.64e-05,4,0.674,5,218947,-8.051,0.206,1,audio_features,spotify:track:7oHijHxh7cI40fNC4S619V
0.954,0.157,190.089,0.143,0.00344,0.0,3,0.184,1,269693,-4.121,0.0792,0,audio_features,spotify:track:22RPh96KdLyzeMswQryRfM
0.951,0.356,184.067,0.219,0.00317,8.53e-06,4,0.434,4,194333,-3.193,0.326,0,audio_features,spotify:track:0ZPQSy5xo686GSo8ia4gaj
0.968,0.215,135.124,0.162,0.000284,1.43e-05,4,0.519,2,242640,-3.489,0.422,0,audio_features,spotify:track:2tnGlTmelNUP8cIQOLVNnw
0.904,0.312,177.423,0.188,0.00201,0.0,4,0.269,5,207400,-5.715,0.346,1,audio_features,spotify:track:0IC4SC4OWV2Tt58pJiGPXV
0.852,0.138,90.036,0.0495,0.00179,0.944,4,0.368,10,122827,-8.103,0.0576,0,audio_features,spotify:track:6q8Gm65pTPwHE9H0Uzx0dF
0.978,0.0903,159.943,0.0962,4.44e-05,0.0,4,0.374,3,243653,-4.215,0.38,1,audio_features,spotify:track:5Gtqsv3v6Tl6ZgYenEjF2J
0.904,0.112,159.081,0.106,0.007,1.34e-06,4,0.372,5,231507,-4.438,0.362,1,audio_features,spotify:track:50NQdrO55nqwZrDwKny5NH
0.95,0.0939,157.994,0.131,0.000401,0.0,4,0.405,0,165853,-5.442,0.438,0,audio_features,spotify:track:3LcsAMEsXLJQvylioyY0wV
0.983,0.114,149.958,0.113,0.000263,0.0,4,0.42,10,197200,-3.437,0.513,1,audio_features,spotify:track:15qf0H31MChhqKr2zvejla
0.973,0.343,136.027,0.0717,0.00034,0.0,4,0.455,3,234707,-3.748,0.292,1,audio_features,spotify:track:2QrMFdLklqg2wfur5xMyFk
0.972,0.19,143.521,0.156,4.57e-05,0.0,4,0.244,0,260560,-4.703,0.184,0,audio_features,spotify:track:3FmozBceLhYhTXUfg2qtTv
0.979,0.354,150.019,0.0828,0.000319,0.212,4,0.447,5,242813,-5.138,0.186,0,audio_features,spotify:track:3AxADYxThUHEZD0MBGBugp
0.983,0.149,128.05,0.392,0.000844,0.0,4,0.516,9,218827,-4.843,0.0948,1,audio_features,spotify:track:1U34Xs9Wf0sHbEpvMGzwBv
0.962,0.385,133.231,0.0819,0.00107,0.0,4,0.275,1,229093,-3.324,0.219,0,audio_features,spotify:track:16Tf21DUSxynRvi3yvvyW0
0.953,0.235,93.984,0.107,0.000485,0.0,4,0.484,7,211387,-3.602,0.249,1,audio_features,spotify:track:63wYoblqcJImFMIIscrkPT
0.962,0.361,97.465,0.0619,3.59e-06,0.000311,3,0.264,1,206693,-5.089,0.178,1,audio_features,spotify:track:3S3P3fS2sQJ9q3FU74RpyC
0.943,0.4,137.929,0.0681,0.000479,0.00267,4,0.369,11,275227,-5.08,0.484,0,audio_features,spotify:track:0VteSqsdIMxSN7cyouzvIz
0.831,0.35,99.19,0.194,0.00036,0.306,3,0.269,2,259853,-5.852,0.0922,1,audio_features,spotify:track:4kXwf5pY5R7cQO6wuCO8OA
0.916,0.203,102.454,0.0892,7.42e-05,0.000201,4,0.176,10,289189,-4.986,0.103,0,audio_features,spotify:track:59cid7JNhh220Gu0eAbxgD
0.966,0.185,120.003,0.116,3.46e-05,0.0419,4,0.214,7,258001,-4.74,0.107,0,audio_features,spotify:track:3pjW3kuoYts9uSxEpg2wh8
0.972,0.121,98.846,0.131,2.32e-05,0.0486,4,0.185,3,309115,-5.194,0.0866,0,audio_features,spotify:track:0l5T3JcpCkw979YSYut8Gw
0.94,0.104,139.942,0.102,8.14e-06,0.0734,4,0.17,11,372002,-5.007,0.372,1,audio_features,spotify:track:1D0jUZX7nVd1NU9eyB7LjJ
0.959,0.297,104.206,0.128,0.000786,0.00386,4,0.199,11,282570,-5.418,0.0799,0,audio_features,spotify:track:0n4TrZYIfPbJdGuhgIOLPb
0.958,0.176,94.767,0.0956,1.84e-05,0.00387,4,0.242,11,293200,-5.312,0.0953,0,audio_features,spotify:track:0Y0Wk8BQE8Lq806kniqqYG
0.902,0.116,133.029,0.0704,0.00122,0.774,3,0.424,5,339886,-6.252,0.104,0,audio_features,spotify:track:5O9p5NRMA5Hr0FH1YXtALT
0.96,0.122,143.354,0.112,2.4e-05,0.00109,4,0.148,0,259413,-4.544,0.126,1,audio_features,spotify:track:0a2dajqap3sYL3SOmJVRnW
0.914,0.0755,145.846,0.0556,0.000693,0.000479,4,0.45,3,278573,-3.72,0.347,1,audio_features,spotify:track:4DZMDQ8K6eOVFDNjjUOQkK
0.982,0.326,107.557,0.182,0.000263,0.0,4,0.303,1,227312,-2.115,0.326,1,audio_features,spotify:track:792tJogYoBgXV1GAW25yfN
0.973,0.358,160.066,0.136,0.00106,0.0,4,0.467,5,212732,-3.01,0.699,0,audio_features,spotify:track:3Aac6DH1EzLA5zgMNkm8SH
0.975,0.304,97.525,0.118,0.000984,0.00021,4,0.53,10,229936,-2.448,0.405,0,audio_features,spotify:track:07Ew3kmtUvcaudIIrgZi9E
0.987,0.347,124.987,0.161,0.000173,0.0,4,0.505,0,235736,-1.543,0.285,1,audio_features,spotify:track:12kwqxTr4IhmdxCaw23vPY
0.965,0.21,95.003,0.0927,0.00155,0.0,4,0.531,1,196122,-1.843,0.615,1,audio_features,spotify:track:2zI4Z44SG3BOgcxe2UVJ8A
0.969,0.112,104.991,0.0752,0.000468,0.0,4,0.534,1,240029,-2.373,0.241,1,audio_features,spotify:track:5PhpcLNSV9DQPwBNag8dRH
0.95,0.678,134.974,0.134,0.00413,0.000148,4,0.419,5,217132,-3.24,0.295,1,audio_features,spotify:track:2wLmdmYZLkutBesPSMUZUm
0.987,0.0995,144.846,0.147,0.0041,0.0,4,0.443,2,206019,-2.099,0.319,1,audio_features,spotify:track:5Sb7BvxF7jCVTdDg3b6ZSk
0.989,0.333,85.055,0.141,0.00316,0.0,4,0.46,8,210781,-2.503,0.525,1,audio_features,spotify:track:5zMYWwXwwdKb3Nt8VBWvGP
0.992,0.0233,95.092,0.133,4.47e-05,8.25e-05,4,0.476,1,135558,-2.503,0.392,1,audio_features,spotify:track:19RiOClUm6P6oy6Qv5vsPy
0.989,0.102,119.956,0.13,0.00513,3.12e-06,4,0.439,11,225880,-2.392,0.0805,1,audio_features,spotify:track:5EoxBV8j5j1O6FaDdcGSgh
0.972,0.666,128.092,0.138,0.00285,0.0,4,0.462,7,213576,-2.642,0.449,0,audio_features,spotify:track:58jVSXqb2cypfC6fwxrulm
0.99,0.454,166.904,0.183,0.000285,0.000893,4,0.458,8,211430,-3.717,0.46,1,audio_features,spotify:track:6MG6mQzfRdKiByCYlTKiIK
0.878,0.0771,104.026,0.0326,0.00229,0.000282,4,0.532,5,231667,-4.431,0.579,0,audio_features,spotify:track:6jg3Om6ZBMKlylforWGPEC
0.981,0.306,174.948,0.183,0.000568,4.34e-05,4,0.384,8,237820,-2.238,0.351,0,audio_features,spotify:track:56LbBPU6EfIGKqSIpWNrTw
0.972,0.184,94.993,0.0623,4.33e-05,0.111,4,0.441,1,258899,-3.873,0.235,0,audio_features,spotify:track:72ukb9x8WEVaRUNPzl2MC9
0.57,0.0859,110.007,0.0326,0.0183,0.000744,4,0.526,4,397189,-7.917,0.197,0,audio_features,spotify:track:5VBKZlFZzHcgAjt0o1jToD
0.763,0.128,180.091,0.0322,0.000656,0.00127,3,0.403,2,368486,-5.812,0.387,0,audio_features,spotify:track:452WuxrUszEMGo7NbLLLtj
0.958,0.288,115.039,0.125,0.00321,0.0218,4,0.544,6,182813,-4.915,0.503,0,audio_features,spotify:track:2G4P0DS2B2LKzAHeXlQVoE
0.971,0.747,162.113,0.21,0.00117,1.8e-06,4,0.336,3,225213,-3.11,0.283,0,audio_features,spotify:track:0p6A4vR6liSZmsI3A30JPy
0.979,0.877,76.512,0.105,0.000192,0.00382,4,0.362,3,192960,-3.08,0.3,0,audio_features,spotify:track:0sAqjxYMK0HaWPExSeAoTP
0.958,0.755,114.017,0.103,0.000321,0.00627,4,0.48,5,197747,-3.383,0.203,1,audio_features,spotify:track:029oMGdPh5EPhoIMI5hdQX
0.882,0.197,119.889,0.0725,0.0463,0.133,4,0.36,0,260453,-4.028,0.193,0,audio_features,spotify:track:1M9WQ2voEwTx7IYBh1Mf1U
0.961,0.37,171.914,0.117,0.00014,0.0256,4,0.286,0,202320,-3.293,0.435,0,audio_features,spotify:track:7mLLr7DYkf0dbAQAUOvQTF
0.973,0.0796,125.935,0.157,0.00238,0.0168,4,0.431,5,219027,-3.371,0.165,0,audio_features,spotify:track:5CKskxBVztXspeld43cHMR
0.986,0.129,151.111,0.121,0.000536,0.00269,4,0.404,3,217453,-2.746,0.294,0,audio_features,spotify:track:450qyb4xbHcFtx3P7iCuar
0.977,0.112,139.016,0.11,0.000591,0.00306,4,0.409,10,257267,-2.863,0.268,0,audio_features,spotify:track:4THPGM7pABErhzIrPFGciW
0.971,0.323,150.034,0.132,0.000129,0.00184,4,0.367,1,225640,-2.988,0.298,0,audio_features,spotify:track:7r6pJkM24PeqxzOs3514Vu
0.935,0.26,110.569,0.116,0.00672,0.00143,4,0.229,8,233907,-2.977,0.366,1,audio_features,spotify:track:7hJtAHrevoIBIJFKvs23gn
0.971,0.672,181.85,0.247,0.00327,0.000536,4,0.193,2,314928,-4.469,0.253,0,audio_features,spotify:track:1RvoUOtnGnb0A8nuAureco
0.35,0.119,98.012,0.0232,0.641,0.00312,4,0.588,9,292395,-10.196,0.267,1,audio_features,spotify:track:3HOvzCzhhshpyBhc20NVpD
0.5,0.11,140.023,0.0354,0.0137,0.858,4,0.519,0,432000,-7.768,0.0385,0,audio_features,spotify:track:2Lehc5nMWHqTsH1Pce2Tf7
0.778,0.151,148.038,0.0327,0.0265,1.04e-06,4,0.44,1,229347,-1.786,0.304,0,audio_features,spotify:track:4sebUbjqbcgDSwG6PbSGI0
0.925,0.105,76.543,0.077,0.00755,0.0,4,0.356,4,249412,-2.193,0.323,1,audio_features,spotify:track:77WO0JSWRfhu0ek3Zp2amk
0.544,0.126,139.949,0.041,0.34,0.159,4,0.649,7,230451,-9.857,0.325,1,audio_features,spotify:track:4kR9wpwM0AMHnLXesuY1AR
0.43,0.0544,93.034,0.0265,0.534,3.67e-05,4,0.699,5,255497,-6.495,0.103,0,audio_features,spotify:track:1OBSf7qqwIKOs4vLKhj0Sj
0.803,0.115,78.711,0.116,0.00191,0.0058,4,0.334,10,174545,-6.126,0.132,0,audio_features,spotify:track:0d3jzibRmdd7abmPXELyhg
0.962,0.299,120.032,0.0824,0.000709,0.00884,4,0.456,1,230000,-4.196,0.1,0,audio_features,spotify:track:6SQ6pDvAUn0IMc8agL6KM4
0.582,0.112,150.119,0.0902,0.172,9.01e-05,4,0.698,2,194232,-7.026,0.341,1,audio_features,spotify:track:0n7D4SZcoc0RWDicvWn7Ni
0.84,0.139,124.821,0.0713,0.0189,0.0251,4,0.45,5,254358,-5.938,0.185,1,audio_features,spotify:track:7eN3lGwu6SSmwYGH9PlpYa
0.931,0.174,130.912,0.0493,0.00438,0.00222,4,0.476,4,269552,-4.092,0.11,0,audio_features,spotify:track:1GaRkv5LKUjTGbDBy9ZbB6
0.853,0.136,119.964,0.0682,0.122,0.282,4,0.567,1,275587,-4.605,0.27,0,audio_features,spotify:track:3Yc3DI66pY5AVHmfgYQtZh
0.945,0.0897,100.988,0.103,0.0514,0.00585,4,0.502,1,298917,-3.191,0.326,1,audio_features,spotify:track:6U82eC2OHyiQM4Wr5Bejar
0.609,0.413,147.749,0.0569,0.12,0.00262,4,0.371,5,312427,-7.3,0.106,0,audio_features,spotify:track:7F5P9Qqq0FOtsbkd7bjKZ3
0.818,0.13,94.979,0.0403,0.0224,0.00373,4,0.541,0,226533,-5.52,0.209,1,audio_features,spotify:track:7LNIu9HxiHXaif0cHXY0Qc
0.87,0.219,119.873,0.079,0.0071,0.000423,4,0.545,4,226933,-5.733,0.373,0,audio_features,spotify:track:0TQDzRIxkn7Z3FU5Las5QC
